cod,nome,nome_curto,incl,excl,crit,cons,nota,icd10,ICD_10_new,ICD_10_list_description,ICD_10_list_description_join
K74,Doença cardiaca isquémica com angina,Doença cardíaca isquémica com angina,angina provocada pelo esforço; angina de peito; angina com espasmo; dor torácica isquémica; angina instável,doença cardíaca isquémica sem angina K76,história e demonstração por ECG ou imagiológica de enfarte do miocárdio antigo; ou demonstração de isquémia do miocárdio no ECG em repouso ou de esforço; ou detecção por investigação de estreitamento de artéria coronária ou aneurisma ventricular,dor do coração K01,,I20.0; I20.1; I20.8; I20.9; I24.0; I24.8; I24.9,"['I200', 'I201', 'I208', 'I209', 'I240', 'I248', 'I249']","['Angina instável', 'Angina de prinzmetal', 'Outras formas de angina parede torácica', 'Angina de peito, sem outra especificação', 'Trombose coronária aguda, sem enfarte do miocárdio', 'Outras formas de doença isquémica aguda do coração', 'Doença isquémica aguda do coração, não especificada']","Angina instável; Angina de prinzmetal; Outras formas de angina parede torácica; Angina de peito, sem outra especificação; Trombose coronária aguda, sem enfarte do miocárdio; Outras formas de doença isquémica aguda do coração; Doença isquémica aguda do coração, não especificada"
K75,Enfarte agudo do miocárdio,Enfarte agudo do miocárdio,enfarte do miocárdio especificado como tendo sido agudo ou até 4 semanas (28 dias) após o começo,enfarte do miocárdio antigo/cicatrizado (doença cardíaca isquémica com angina) K74; enfarte do miocárdio antigo/cicatrizado (doença cardíaca isquémica sem angina) K76,"dor torácica característica de isquémia miocárdica, com duração superior a 15 minutos e/ou alterações anormais do ST-T ou ondas Q novas no electrocardiograma e/ou subida das enzimas cardíacas no sangue",dor do coração K01; angina de peito K74; doença cardíaca isquémica crónica K76,codificação dupla com K74 ou K76,I21.0; I21.1; I21.2; I21.3; I21.4; I21.9; I22.0; I22.1; I22.8; I22.9; I23.0; I23.1; I23.2; I23.3; I23.4; I23.5; I23.6; I23.8; I24.1,"['I210', 'I211', 'I212', 'I213', 'I214', 'I219', 'I220', 'I221', 'I228', 'I229', 'I230', 'I231', 'I232', 'I233', 'I234', 'I235', 'I236', 'I238', 'I241']","['Enfarte do miocárdio com elevação do complexo ST (STEMI) da parede anterior', 'Enfarte do miocárdio com elevação do complexo ST (STEMI) da parede inferior', 'Enfarte do miocárdio com elevação do complexo ST (STEMI) de outras localizações', 'Enfarte do miocárdio com elevação do complexo ST (STEMI) de localização não especificada', 'Enfarte agudo do miocárdio sem elevação do ST (NSTEMI)', 'Enfarte agudo do miocárdio, sem outra especificação ', 'Enfarte do miocárdio subsequente com elevação do complexo ST (STEMI) da parede anterior', 'Enfarte do miocárdio subsequente com elevação do complexo ST (STEMI) da parede inferior', 'Enfarte do miocárdio subsequente com elevação do complexo ST (STEMI) de outras localizações', 'Enfarte do miocárdio subsequente com elevação do complexo ST (STEMI) de localização não especificada', 'Hemopericárdio como complicação atual subsequente ao enfarte agudo do miocárdio', 'Comunicação interauricular como complicação atual subsequente ao enfarte agudo do miocárdio', 'Comunicação interventricular como complicação atual subsequente ao enfarte agudo do miocárdio', 'Rotura da parede do coração sem ocorrência de hemopericárdio como complicação atual subsequente ao enfarte agudo do miocárdio', 'Rotura de cordas tendinosas como complicação atual subsequente ao enfarte agudo do miocárdio', 'Rotura de músculos papilares como complicação atual subsequente ao enfarte agudo do miocárdio', 'Trombose auricular, apêndice auricular e ventrículo, como complic.atual subse. ao enfarte agudo do miocárdio', 'Outras complicações atuais subsequentes ao enfarte agudo do miocárdio', 'Síndrome pos-enfarte do miocárdio']","Enfarte do miocárdio com elevação do complexo ST (STEMI) da parede anterior; Enfarte do miocárdio com elevação do complexo ST (STEMI) da parede inferior; Enfarte do miocárdio com elevação do complexo ST (STEMI) de outras localizações; Enfarte do miocárdio com elevação do complexo ST (STEMI) de localização não especificada; Enfarte agudo do miocárdio sem elevação do ST (NSTEMI); Enfarte agudo do miocárdio, sem outra especificação ; Enfarte do miocárdio subsequente com elevação do complexo ST (STEMI) da parede anterior; Enfarte do miocárdio subsequente com elevação do complexo ST (STEMI) da parede inferior; Enfarte do miocárdio subsequente com elevação do complexo ST (STEMI) de outras localizações; Enfarte do miocárdio subsequente com elevação do complexo ST (STEMI) de localização não especificada; Hemopericárdio como complicação atual subsequente ao enfarte agudo do miocárdio; Comunicação interauricular como complicação atual subsequente ao enfarte agudo do miocárdio; Comunicação interventricular como complicação atual subsequente ao enfarte agudo do miocárdio; Rotura da parede do coração sem ocorrência de hemopericárdio como complicação atual subsequente ao enfarte agudo do miocárdio; Rotura de cordas tendinosas como complicação atual subsequente ao enfarte agudo do miocárdio; Rotura de músculos papilares como complicação atual subsequente ao enfarte agudo do miocárdio; Trombose auricular, apêndice auricular e ventrículo, como complic.atual subse. ao enfarte agudo do miocárdio; Outras complicações atuais subsequentes ao enfarte agudo do miocárdio; Síndrome pos-enfarte do miocárdio"
K76,Doença cardíaca isquémica sem angina,Doença cardíaca isquémica sem angina,aneurisma cardíaco; doença cardíaca arteriosclerótica/aterosclerótica; doença coronária; cardiomiopatia isquémica; enfarte do miocárdio antigo; isquémia miocárdica silenciosa,doença cardíaca isquémica com angina K74,"história mais ECG; ou manifestações imagiológicas de um enfarte do miocárdio antigo; ou evidência no ECG em repouso ou de esforço de isquémia do miocárdio; ou evidência, por investigação de estreitamento de artéria coronária; ou aneurisma ventricular",,,I25.0; I25.1; I25.2; I25.3; I25.4; I25.5; I25.6; I25.8; I25.9,"['I250', 'I251', 'I252', 'I253', 'I254', 'I255', 'I256', 'I258', 'I259']","['Doença aterosclerótica do coração de artéria coronária nativa', 'Enfarte antigo do miocárdio', 'Aneurisma cardíaco', 'Aneurisma de artéria coronária', 'Miocardiopatia isquémica', 'Isquemia miocárdica silenciosa', 'Outras formas de doença isquémica crónica do coração', 'Doença isquémica crónica do coração, sem outra especificação']","Doença aterosclerótica do coração de artéria coronária nativa; Enfarte antigo do miocárdio; Aneurisma cardíaco; Aneurisma de artéria coronária; Miocardiopatia isquémica; Isquemia miocárdica silenciosa; Outras formas de doença isquémica crónica do coração; Doença isquémica crónica do coração, sem outra especificação"
K77,Insuficiência cardíaca,Insuficiência cardíaca,asma cardíaca; insuficiência cardíaca congestiva; doença cardíaca/insuficiência cardíaca com edema pulmonar; insuficiência cardíaca NE; insuficiência ventricular esquerda; insuficiência ventricular direita,cor pulmonale K82; edema pulmonar sem doença cardíaca/insuficiência cardíaca R99,"sinais múltiplos incluindo edema dependente, pressão venosa jugular aumentada, hepatomegália sem a presença de doença hepática, congestão pulmonar, derrame pleural, coração aumentado de tamanho.",,,I50.0; I50.1; I50.9,"['I500', 'I501', 'I509']","['Insuficiência cardíaca esquerda, sem outra especificação', 'Insuficiência cardíaca, sem outra especificação']","Insuficiência cardíaca esquerda, sem outra especificação; Insuficiência cardíaca, sem outra especificação"
K78,Fibrilhação/flutter auricular,Fibrilhação/flutter auricular,,taquicardia paroxística K79,manifestações características no electrocardiograma; ou ritmo cardíaco totalmente irregular com déficit do pulso,palpitações K04; batimento cardíaco irregular anormal K05,,I48,['I48'],['Flutter e fibrilhação auriculares'],Flutter e fibrilhação auriculares
K79,Taquicardia paroxística,Taquicardia paroxística,taquicardia supraventricular/ventricular,taquicardia NE K04; fibrilhação auricular K78,história de episódios sucessivos de acelerações cardíacas (superior a 140/min) que surgem e terminam abruptamente,palpitações K04; batimento cardíaco irregular anormal K05,,I47.0; I47.1; I47.2; I47.9,"['I470', 'I471', 'I472', 'I479']","['Arritmia ventricular por reentrada', 'Taquicardia supraventricular', 'Taquicardia ventricular', 'Taquicardia paroxística não especificada']",Arritmia ventricular por reentrada; Taquicardia supraventricular; Taquicardia ventricular; Taquicardia paroxística não especificada
K80,Arritmia cardíaca NE,Arritmia cardíaca NE,batimentos prematuros auriculares/juncionais/ventriculares; bigeminia; batimentos ectópicos; extrassístoles; batimentos prematuros; doença do nódulo sinusal; fibrilhação/flutter ventricular,taquicardia paroxística K79,um ou mais batimentos cardíacos que surgem fora dos batimentos regulares do ritmo subjacente,palpitações K04; batimento cardíaco irregular anormal K05,,I49.0; I49.1; I49.2; I49.3; I49.4; I49.5; I49.8; I49.9,"['I490', 'I491', 'I492', 'I493', 'I494', 'I495', 'I498', 'I499']","['Flutter e fibrilhação ventriculares', 'Extrassístoles supraventriculares', 'Despolarização juncional prematura', 'Despolarização ventricular prematura', 'Outras formas de despolarização prematura e as não especificadas', 'Síndrome do nódulo sinusal', 'Outras arritmias cardíacas especificadas', 'Arritmia cardíaca, sem outra especificação']","Flutter e fibrilhação ventriculares; Extrassístoles supraventriculares; Despolarização juncional prematura; Despolarização ventricular prematura; Outras formas de despolarização prematura e as não especificadas; Síndrome do nódulo sinusal; Outras arritmias cardíacas especificadas; Arritmia cardíaca, sem outra especificação"
K81,Sopro cardíaco/arterial NE,Sopro cardíaco/arterial NE,sopro cardíaco/carotídeo/da artéria renal; sopro infantil inocente,doença reumática cardíaca K71; doença valvular K83; doença cerebrovascular K90,,,,R01.0; R01.1; R01.2; R09.8,"['R010', 'R011', 'R012', 'R098']","['Sopros cardíacos benignos ou inocentes', 'Sopro cardíaco, sem outra especificação', 'Outros sons cardíacos', 'Outros sintomas e sinais especificados envolvendo os aparelhos circulatório e respiratório']","Sopros cardíacos benignos ou inocentes; Sopro cardíaco, sem outra especificação; Outros sons cardíacos; Outros sintomas e sinais especificados envolvendo os aparelhos circulatório e respiratório"
K82,Doença cardíaca pulmonar,Doença cardíaca pulmonar,cor pulmonale crónico; doença dos vasos pulmonares; hipertensão pulmonar primária,embolia pulmonar K93,"presença de doença pulmonar crónica, da vasculatura pulmonar ou troca dos gases respiratórios; e ainda aumento do tamanho do ventrículo direito ou insuficiência cardíaca direita",insuficiência cardíaca direita K77,,I27.0; I27.1; I27.2; I27.8; I27.9; I28.0; I28.1; I28.8; I28.9,"['I270', 'I271', 'I272', 'I278', 'I279', 'I280', 'I281', 'I288', 'I289']","['Hipertensão pulmonar primária', 'Doença cardíaca cifoscoliótica', 'Outra hipertensão pulmonar secundária', 'Outras doenças pulmonares do coração especificadas', 'Cardiopatia pulmonar, sem outra especificação', 'Fístula arteriovenosa de vasos pulmonares', 'Aneurisma da artéria pulmonar', 'Outras doenças dos vasos pulmonares', 'Doenças circulacão pulmonar SOE']","Hipertensão pulmonar primária; Doença cardíaca cifoscoliótica; Outra hipertensão pulmonar secundária; Outras doenças pulmonares do coração especificadas; Cardiopatia pulmonar, sem outra especificação; Fístula arteriovenosa de vasos pulmonares; Aneurisma da artéria pulmonar; Outras doenças dos vasos pulmonares; Doenças circulacão pulmonar SOE"
K83,Doença valvular cardíaca NE,Doença valvular cardíaca NE,endocardite crónica; prolapso da válvula mitral; doença não-reumática da válvula aórtica/mitral/pulmonar/tricúspida,doença valvular reumática K71,ausência de critérios da doença cardíaca reumática crónica K71; e demonstração de disfunção valvular quer por sopro cardíaco característico ou por sinais imagiológicos/ecocardiográficos de valvula anormal,sopro cardíaco não-especificado K81; doença cardíaca hipertensiva K87,,I34.0; I34.1; I34.2; I34.8; I34.9; I35.0; I35.1; I35.2; I35.8; I35.9; I36.0; I36.1; I36.2; I36.8; I36.9; I37.0; I37.1; I37.2; I37.8; I37.9; I39.0; I39.1; I39.2; I39.3; I39.4; I39.8,"['I340', 'I341', 'I342', 'I348', 'I349', 'I350', 'I351', 'I352', 'I358', 'I359', 'I360', 'I361', 'I362', 'I368', 'I369', 'I370', 'I371', 'I372', 'I378', 'I379', 'I390', 'I391', 'I392', 'I393', 'I394', 'I398']","['Insuficiência válvular mitral, não reumática', 'Prolapso válvular mitral', 'Estenose válvular mitral, não-reumática', 'Outras patologias não reumáticas da válvula mitral', 'Patologias não-reumáticos da válvula mitral, não especificados', 'Estenose válvular aórtica, não reumátcia', 'Insuficiência válvular aórtica, não reumática', 'Estenose válvular aórtica, com insuficiência, não reumática', 'Outras patologias   não reumáticas da válvula aórtica', 'Patologia da válvula aórtica, não reumática, sem outra especificação', 'Estenose válvular tricúspide, não reumática', 'Insuficiência válvulartricúspide não-reumática', 'Estenose válvulartricúspide com insuficiência, não-reumática', 'Outras patologias   não reumáticas da válvula tricúspide', 'Patologias não-reumáticos da válvula tricúspide, não especificados', 'Estenose da válvula pulmonar', 'Insuficiência da válvula pulmonar', 'Estenose da válvula pulmonar com insuficiência', 'Outras patologias da válvula pulmonar', 'Patologias não especificados da válvula pulmonar']","Insuficiência válvular mitral, não reumática; Prolapso válvular mitral; Estenose válvular mitral, não-reumática; Outras patologias não reumáticas da válvula mitral; Patologias não-reumáticos da válvula mitral, não especificados; Estenose válvular aórtica, não reumátcia; Insuficiência válvular aórtica, não reumática; Estenose válvular aórtica, com insuficiência, não reumática; Outras patologias   não reumáticas da válvula aórtica; Patologia da válvula aórtica, não reumática, sem outra especificação; Estenose válvular tricúspide, não reumática; Insuficiência válvulartricúspide não-reumática; Estenose válvulartricúspide com insuficiência, não-reumática; Outras patologias   não reumáticas da válvula tricúspide; Patologias não-reumáticos da válvula tricúspide, não especificados; Estenose da válvula pulmonar; Insuficiência da válvula pulmonar; Estenose da válvula pulmonar com insuficiência; Outras patologias da válvula pulmonar; Patologias não especificados da válvula pulmonar"
