cod,componente,nome,nome_curto,incl,excl,crit,cons,nota,icd10
T83,7,Excesso de peso,Excesso de peso,,obesidade T82,"índice de massa corporal superior ou igual a 25, mas inferior a 30",,,E66.0; E66.1; E66.2; E66.8; E66.9
T85,7,Hipertiroidismo/tirotoxicose,Hipertiroidismo/tirotoxicose,doença de Graves; bócio tóxico,bócio não tóxico T81,"evidência laboratorial de excesso de hormona da tiróide; ou nódulo da tiróide ou bócio mais tremor, perda de peso e aumento da frequência cardíaca (superior a 100/min em repouso) ou sinais oculares (exoftalmia, lentificação palpebral ou oftalmoplegia)",,,E05.0; E05.1; E05.2; E05.3; E05.4; E05.5; E05.8; E05.9
T86,7,Hipotiroidismo/mixedema,Hipotiroidismo/mixedema,,cretinismo T80,"evidência laboratorial de diminuição da actividade hormonal da tiróide e excesso da hormona estimulante da tiróide; ou quatro ou mais dos seguintes: fraqueza/cansaço; alterações mentais: apatia, memória fraca, lentidão; alterações da voz: mais rouca, discurso mais grave e mais lento; sensibilidade anormal ao frio; obstipação; face opada; pele seca, fria, amarelada, diminuição do suor; edema periférico",outras queixas do metabolismo T29,,E01.0; E01.1; E01.2; E01.8; E02; E03.0; E03.1; E03.2; E03.3; E03.4; E03.5; E03.8; E03.9
T87,7,Hipoglicémia,Hipoglicémia,hiperinsulinismo; coma insulínico,,hipoglicémia provada por testes bioquímicos ou sintomas característicos num doente diabético aliviados pela ingestão ou injecção de açúcar,,,E15; E16.0; E16.1; E16.2; E16.3; E16.9
T89,7,Diabetes insulino-dependente,Diabetes insulino-dependente,diabetes juvenil; diabetes do tipo 1,hiperglicemia induzida por medicação A85; hiperglicémia como achado isolado A91; diabetes não insulino-dependente T90; diabetes gestacional W85,"** A ICPC prevê a possibilidade da existência de critérios nacionais para diagnóstico de diabetes, pelo que o texto abaixo não é uma tradução da versão inglesa, mas uma adaptação para os critérios da Direcção-Geral da Saúde para Portugal (norma 002/2011 diagnóstico e classificação da diabetes mellitus)** Doente que requer tratamento regular com insulina após um diagnóstico confirmado por um dos meios seguintes: (a) glicémia em jejum maior ou igual a 126 mg/dl (7,0 mmol/l) em duas ou mais ocasiões; (b) sintomas clássicos de diabetes, tais como poliúria, polidipsia e perda rápida de peso, em conjunto com glicémia plasmática ocasional maior ou igual a 200mg/dl (11,1mmol/l); (c) teste de tolerância à glicose oral (com 75 gramas de glicose) com um valor de glicose plasmática às duas horas de 200mg/dl (11mmol/l) ou mais; (d) hemoglobina glicosilada (A1C) de 6,5% ou mais.",,"1) Dupla codificação das complicações como retinopatia F83; nefropatia U88; 2) Na gravidez, dupla codificação com W84",E10.0; E10.1; E10.2; E10.3; E10.4; E10.5; E10.6; E10.7; E10.8; E10.9
T90,7,Diabetes não insulino-dependente,Diabetes não insulino-dependente,diabetes NE; diabetes com inicio tardio; diabetes tipo 2,hiperglicemia induzida por medicação A85; hiperglicémia como achado isolado A91; diabetes insulino-dependente T89; diabetes gestacional W85,"** A ICPC prevê a possibilidade da existência de critérios nacionais para diagnóstico de diabetes, pelo que o texto abaixo não é uma tradução da versão inglesa, mas uma adaptação para os critérios da Direcção-Geral da Saúde para Portugal (norma 002/2011 diagnóstico e classificação da diabetes mellitus)** Doente que não requer de tratamento regular com insulina após um diagnóstico confirmado por um dos meios seguintes: (a) glicémia em jejum maior ou igual a 126 mg/dl (7,0 mmol/l) em duas ou mais ocasiões; (b) sintomas clássicos de diabetes, tais como poliúria, polidipsia e perda rápida de peso, em conjunto com glicémia plasmática ocasional maior ou igual a 200mg/dl (11,1mmol/l); (c) teste de tolerância à glicose oral (com 75 gramas de glicose) com um valor de glicose plasmática às duas horas de 200mg/dl (11mmol/l) ou mais; (d) hemoglobina glicosilada (A1C) de 6,5% ou mais.",,"1) Dupla codificação nas complicações tais como retinopatia F83; nefropatia U88; 2) Na gravidez, dupla codificação com W84",E11.0; E11.1; E11.2; E11.3; E11.4; E11.5; E11.6; E11.7; E11.8; E11.9; E12.0; E12.1; E12.2; E12.3; E12.4; E12.5; E12.6; E12.7; E12.8; E12.9; E13.0; E13.1; E13.2; E13.3; E13.4; E13.5; E13.6; E13.7; E13.8; E13.9; E14.0; E14.1; E14.2; E14.3; E14.4; E14.5; E14.6; E14.7; E14.8; E14.9
T91,7,Deficiência vitamínica/nutricional,Deficiência vitamínica/nutricional,beriberi; dieta deficiente em minerais; deficiência em ferro sem anemia; malnutrição; marasmo; escorbuto,anemia por deficiência de ferro B80; anemia perniciosa B81; síndrome de má absorção/espru D99,,,,E40; E41; E42; E43; E44.0; E44.1; E45; E46; E50.0; E50.1; E50.2; E50.3; E50.4; E50.5; E50.6; E50.7; E50.8; E50.9; E51.1; E51.8; E51.9; E52; E53.0; E53.1; E53.8; E53.9; E54; E55.0; E55.9; E56.0; E56.1; E56.8; E56.9; E58; E59; E60; E61.0; E61.1; E61.2; E61.3; E61.4; E61.5; E61.6; E61.7; E61.8; E61.9; E63.0; E63.1; E63.8; E63.9; E64.0; E64.1; E64.2; E64.3; E64.8; E64.9
T92,7,Gota,Gota,,pseudo-gota/outras artropatias a cristais T99; hiperuricemia T99,,,,M10.0; M10.1; M10.2; M10.3; M10.4; M10.9
T93,7,Alteração dos lípidos,Alteração do metabolismo dos lípidos,nível anormal de lipoproteínas; hiperlipidémia; nível elevado de colesterol/triglicéridos; xantoma,,,,,E78.0; E78.1; E78.2; E78.3; E78.4; E78.5; E78.6; E78.8; E78.9
T99,7,Doença endócrina/metabólica/nutricional outra,Doença endoc/metab/nutricion outra,acromegalia; disfunção endrócrina da supra-renal/ovário/pituitária/paratiroide/testículo/outra glândula; amiloidose; artropatia a cristais; síndrome de Cushing; fibrose quística; diabetes insípida; síndrome de Gilbert; hiperaldosteronismo; osteomalácia; porfiria; puberdade precoce/atrasada; pseudo gota; glicosuria renal; tiroidite; ácido úrico elevado,alergia alimentar A92; intolerância alimentar D99; osteoporose L95,,,,E06.1; E06.2; E06.3; E06.4; E06.5; E06.9; E07.0; E07.1; E07.8; E07.9; E16.8; E20.0; E20.1; E20.8; E20.9; E21.0; E21.1; E21.2; E21.3; E21.4; E21.5; E22.0; E22.1; E22.2; E22.8; E22.9; E23.0; E23.1; E23.2; E23.3; E23.6; E23.7; E24.0; E24.1; E24.2; E24.3; E24.4; E24.8; E24.9; E25.8; E25.9; E26.0; E26.1; E26.8; E26.9; E27.0; E27.1; E27.2; E27.3; E27.4; E27.5; E27.8; E27.9; E28.0; E28.1; E28.2; E28.3; E28.8; E28.9; E29.0; E29.1; E29.8; E29.9; E30.0; E30.1; E30.8; E30.9; E31.0; E31.1; E31.8; E31.9; E32.0; E32.1; E32.8; E32.9; E34.0; E34.1; E34.2; E34.4; E34.5; E34.8; E34.9; E35.0; E35.1; E35.8; E65; E67.0; E67.1; E67.2; E67.3; E67.8; E68; E70.0; E70.1; E70.2; E70.3; E70.8; E70.9; E71.0; E71.1; E71.2; E71.3; E72.0; E72.1; E72.2; E72.3; E72.4; E72.5; E72.8; E72.9; E73.0; E73.1; E73.8; E73.9; E74.0; E74.1; E74.2; E74.3; E74.4; E74.8; E74.9; E75.0; E75.1; E75.2; E75.3; E75.4; E75.5; E75.6; E76.0; E76.1; E76.2; E76.3; E76.8; E76.9; E77.0; E77.1; E77.8; E77.9; E79.0; E79.1; E79.8; E79.9; E80.0; E80.1; E80.2; E80.3; E80.4; E80.5; E80.6; E80.7; E83.0; E83.1; E83.2; E83.3; E83.4; E83.5; E83.8; E83.9; E84.0; E84.1; E84.8; E84.9; E85.0; E85.1; E85.2; E85.3; E85.4; E85.8; E85.9; E87.0; E87.1; E87.2; E87.3; E87.4; E87.5; E87.6; E87.7; E87.8; E88.0; E88.1; E88.2; E88.3; E88.8; E88.9; E90; M11.0; M11.1; M11.2; M11.8; M11.9; M83.0; M83.1; M83.2; M83.3; M83.4; M83.5; M83.8; M83.9
U01,1,Disúria/micção dolorosa,Disúria/micção dolorosa,micção com ardor,micção frequente/urgente U02; uretrite U72,,,,R30.0; R30.1; R30.9
U02,1,Micção frequente/urgente,Micção frequente/urgente,noctúria; poliúria,,,,,R35
U04,1,Incontinência urinária,Incontinência urinária,enurese de origem orgânica; micção involuntária; incontinência de esforço,incontinência urinária de origem psicológica P12,,,,N39.3; N39.4; R32
U05,1,Problema com a micção outro,Problema com a micção outro,anúria; micção gotejante; oligúria,retenção urinária U08,,,,R34; R39.1
U06,1,Hematúria,Hematúria,sangue na urina,,sangue na urina comprovado por macroscopia/microscopia/teste químico,,,N02.0; N02.1; N02.2; N02.3; N02.4; N02.5; N02.6; N02.7; N02.8; N02.9; R31
U07,1,Sintoma/queixa da urina outro,Sintoma/queixa da urina outro,urina com mau odor; urina escura,análise anormal da urina U98,,,,R39.8
U08,1,Retenção urinária,Retenção urinária,,,,,,R33
U13,1,Sintoma/queixa da bexiga outro,Sintoma/queixa da bexiga outro,dor na bexiga; bexiga irritável,,,,,R39.0; R39.8
U14,1,Sintoma/queixa do rim,Sintoma/queixa do rim,dor no rim; problemas com o rim; cólica renal,dor no flanco/quadril L05,,,,N23
U26,1,Medo de cancro do aparelho urinário,Medo de cancro do aparelho urinário,,"se o doente tem a doença, codifique-a",preocupação com/medo de cancro urinário numa pessoa sem a doença/até o diagnóstico ser confirmado,,,Z71.1
U27,1,Medo de doença urinária outra,Medo de outra doença urinária,,"medo de cancro do sistema urinário U26; se o doente tem a doença, codifique-a",preocupação com/medo de outra doença urinária numa pessoa sem a doença/até o diagnóstico ser confirmado,,,Z71.1
U28,1,Limitação funcional/incapacidade (U),Limitação funcional/incapacidade (U),transplante renal; fluxo reduzido,incontinência urinária U04,limitação de função/incapacidade devido a problema urinário,,Os quadros COOP/WONCA permitem documentar o estado funcional do doente (ver Capítulo 8),Z73.6; Z99.2
U29,1,Sintoma/queixa do aparelho urinário outro,Sintoma/queixa aparelho urinár outro,,bexiga irritável/dor na bexiga U13; sintoma/queixa do rim U14,,,,R39.8
U70,7,Pielonefrite/pielite,Pielonefrite/pielite,infecção do rim; abcesso renal/perirrenal,,"dois dos seguintes: dor na região lombar, sensibilidade renal ou evidência de lesão renal crónica; mais evidência clínica ou laboratorial de infecção do aparelho urinário",cistite/outra infecção urinária U71,,N10; N11.0; N11.1; N11.8; N11.9; N12; N15.1; N15.9
U71,7,Cistite/infecção urinária outra,Cistite/infecção urinária outra,cistite aguda/crónica (não-venérea); bacteriúria assintomática; infecção do aparelho urinário inferior; infecção do aparelho urinário NE,pielonefrite U70; uretrite U72; vaginite X84; balanite Y75,,,na gravidez codifique também W84,N30.0; N30.1; N30.2; N30.3; N30.4; N30.8; N30.9; N39.0
U72,7,Uretrite,Uretrite,uretrite a chlamydia no homem; meatite; uretrite não específica; síndrome uretral,uretrite gonocócica feminina X71; uretrite a tricomonas femimina X73; uretrite a chlamydia feminina X92; uretrite gonocócica masculina Y71,"secreção uretral com frequência, ardor, dor ou urgência durante a micção sem bacterúria ao microscópio ou cultura; ou inflamação do meato urinário externo",micção dolorosa U01; micção frequente/urgente U02; bexiga irritável U13; secreção uretral X29; secreção uretral Y03,,A56.0; A56.2; B37.4; N34.0; N34.1; N34.2; N34.3
U75,7,Neoplasia maligna do rim,Neoplasia maligna do rim,,,aparência histológica característica,neoplasia do aparelho urinário NE U79,,C64; C65
U76,7,Neoplasia maligna da bexiga,Neoplasia maligna da bexiga,,,aparência histológica característica,neoplasia do aparelho urinário NE U79,,C67.0; C67.1; C67.2; C67.3; C67.4; C67.5; C67.6; C67.7; C67.8; C67.9
U77,7,Neoplasia maligna do aparelho urinário outra,Neoplas malig aparelho urinár outra,neoplasia maligna do ureter; neoplasia maligna da uretra,neoplasia maligna da próstata Y77,aparência histológica característica,neoplasia do aparelho urinário NE U79,,C66; C68.0; C68.1; C68.8; C68.9
U78,7,Neoplasia benigna do aparelho urinário,Neoplasia benigna aparelho urinário,papiloma da bexiga; pólipo do aparelho urinário,hipertrofia prostática Y85,aparência histológica característica,neoplasia do aparelho urinário NE U79,,D30.0; D30.1; D30.2; D30.3; D30.4; D30.7; D30.9
U79,7,Neoplasia do aparelho urinário não especificada,Neoplasia do aparelho urinário NE,neoplasia da bexiga/rim/ureter/uretra não especificada como benigna ou maligna/quando a histologia não está disponível,neoplasia maligna do rim U75; neoplasia maligna da bexiga U76; neoplasia maligna urinária outra U77 neoplasia benigna urinária U78,,,,D09.0; D09.1; D41.0; D41.1; D41.2; D41.3; D41.4; D41.7; D41.9
U80,7,Lesão traumática do aparelho urinário,Lesão traumática do aparelho urinário,contusão do rim; corpo estranho no aparelho urinário,,,,,S37.0; S37.1; S37.2; S37.3; T19.0; T19.1; T28.3; T28.8
U85,7,Malformação congénita do aparelho urinário,Malformação congén aparelho urinár,rim poliquístico congénito; duplicação de rim/ureter,,,,,Q60.0; Q60.1; Q60.2; Q60.3; Q60.4; Q60.5; Q60.6; Q61.0; Q61.1; Q61.2; Q61.3; Q61.4; Q61.5; Q61.8; Q61.9; Q62.0; Q62.1; Q62.2; Q62.3; Q62.4; Q62.5; Q62.6; Q62.7; Q62.8; Q63.0; Q63.1; Q63.2; Q63.3; Q63.8; Q63.9; Q64.0; Q64.1; Q64.2; Q64.3; Q64.4; Q64.5; Q64.6; Q64.7; Q64.8; Q64.9
U88,7,Glomerulonefrite/nefrose,Glomerulonefrite/nefrose,glomerulonefrite aguda; nefropatia por analgésicos; glomerulonefrite crónica; nefrite; nefropatia; nefrosclerose; síndrome nefrótica,insuficiência renal U99,"três ou mais dos seguintes: hematúria, proteinúria, retenção renal de água e sal, diminuição da função renal, anomalias persistentes do sedimento urinário; ou evidência por biópsia renal",sintoma/queixa do rim U14; resultado de análise à urina anormal U98,,N00.0; N00.1; N00.2; N00.3; N00.4; N00.5; N00.6; N00.7; N00.8; N00.9; N01.0; N01.1; N01.2; N01.3; N01.4; N01.5; N01.6; N01.7; N01.8; N01.9; N03.0; N03.1; N03.2; N03.3; N03.4; N03.5; N03.6; N03.7; N03.8; N03.9; N04.0; N04.1; N04.2; N04.3; N04.4; N04.5; N04.6; N04.7; N04.8; N04.9; N05.0; N05.1; N05.2; N05.3; N05.4; N05.5; N05.6; N05.7; N05.8; N05.9; N07.0; N07.1; N07.2; N07.3; N07.4; N07.5; N07.6; N07.7; N07.8; N07.9; N08.0; N08.1; N08.2; N08.3; N08.4; N08.5; N08.8; N14.0; N14.1; N14.2; N14.3; N14.4; N15.0; N15.8; N16.0; N16.1; N16.2; N16.3; N16.4; N16.5; N16.8
U90,7,Albuminúria/proteinúria ortostática,Albuminúria/proteinúria ortostática,proteinúria postural,,"albuminúria após realização de esforços, sem albuminúria após repouso no leito durante a noite e sem sinais de doença renal",proteinúria NE U98,,N39.2
U95,7,Cálculo urinário,Cálculo urinário,cálculo/pedra da bexiga/rim/ureter; urolitíase,,dor tipo cólica e hematúria ou história de cálculo urinário no passado; ou emissão de cálculo; ou evidência imagiológica de cálculo,sangue na urina U06; cólica renal U14; outro sintoma urinário U29; resultado anormal de análise à urina U98,,N20.0; N20.1; N20.2; N20.9; N21.0; N21.1; N21.8; N21.9; N22.0; N22.8
U98,7,Análise de urina anormal NE,Análise de urina anormal NE,glicosúria; proteinúria; pus na urina; piúria,hematúria/sangue na urina U06; albuminúria/proteinúria ortostática U90,,,,N39.1; R80; R81; R82.0; R82.1; R82.2; R82.3; R82.4; R82.5; R82.6; R82.7; R82.8; R82.9
U99,7,Doença urinária outra,Doença urinária outra,divertículo da bexiga; hidronefrose; rim hipertrófico; obstrução do colo vesical; insuficiência renal; uremia; refluxo uretral; carúnculo uretral; aperto uretral,,,,,N06.0; N06.1; N06.2; N06.3; N06.4; N06.5; N06.6; N06.7; N06.8; N06.9; N13.0; N13.1; N13.2; N13.3; N13.4; N13.5; N13.6; N13.7; N13.8; N13.9; N17.0; N17.1; N17.2; N17.8; N17.9; N18.1; N18.2; N18.3; N18.4; N18.5; N18.9; N19; N25.0; N25.1; N25.8; N25.9; N26; N27.0; N27.1; N27.9; N28.0; N28.1; N28.8; N28.9; N29.0; N29.1; N29.8; N31.0; N31.1; N31.2; N31.8; N31.9; N32.0; N32.1; N32.2; N32.3; N32.4; N32.8; N32.9; N33.0; N33.8; N35.0; N35.1; N35.8; N35.9; N36.0; N36.1; N36.2; N36.3; N36.8; N36.9; N37.0; N37.8; N39.8; N39.9; R39.2; T19.8; T19.9; Z90.5; Z90.6
W01,1,Suspeita de gravidez,Suspeita de gravidez,menstruação em atraso; sintomas sugestivos de gravidez,medo de gravidez W02; gravidez confirmada W78; gravidez confirmada (gravidez não desejada) W79,,,,Z32.0
W02,1,Medo de estar grávida,Medo de estar grávida,preocupação com a possibilidade de uma gravidez indesejada,preocupação/medo se a gravidez não desejada for confirmada W79,,,,Z71.1
W03,1,Hemorragia antes do parto,Hemorragia antes do parto,ameaça de aborto,,,,,O20.0; O20.8; O20.9; O46.0; O46.8; O46.9
W05,1,Vómitos/náuseas na gravidez,Vómitos/náuseas durante a gravidez,hiperemese gravídica; enjoos matinais numa gravidez confirmada,,,,,O21.0; O21.1; O21.2; O21.8; O21.9
W10,1,Contracepção pós-coital,Contracepção pós-coital,pílula do dia seguinte,,,,,Z30.3
W11,1,Contracepção oral,Contracepção oral,planeamento familiar em mulheres por meio hormonal oral,,,,,Z30.4
W12,1,Contracepção intra-uterina,Contracepção intra-uterina,planeamento familiar por meio de DIU,,,,,Z30.1; Z30.5
W13,1,Esterilização feminina,Esterilização feminina,planeamento familiar por esterilização feminina,,,,,Z30.2
W14,1,Contracepção feminina outra,Contracepção feminina outra,contracepção NE; planeamento familiar NE,aconselhamento genético A98; contracepção oral W11; DIU W12; planeamento familiar através de esterilização feminina W13,,,,Z30.0; Z30.8; Z30.9
W15,1,Infertilidade/subfertilidade feminina,Infertilidade/subfertilidade feminina,esterilidade primária e secundária,,incapacidade de engravidar após 2 anos de tentativas,"sintoma/queixa da gravidez, outro W29",,N97.0; N97.1; N97.2; N97.3; N97.4; N97.8; N97.9; Z31.0; Z31.1; Z31.2; Z31.3; Z31.4; Z31.6; Z31.8; Z31.9
W17,1,Hemorragia pós-parto,Hemorragia pós-parto,,,hemorragia intensa durante ou até 6 semanas após o parto,outras queixas pós-parto W18,,O72.0; O72.1; O72.2; O72.3
W18,1,Sintoma/queixa do pós-parto outro,Sintoma/queixa do pós-parto outro,,depressão puerperal P76; hemorragia pós-parto W17; queixas sobre o aleitamento W19; complicações do puerpério W96,queixas relacionadas com o parto e durante as seis semanas que o sucedem,,,O90.9
W19,1,Sintoma/queixa da lactação,Sintoma/queixa da lactação,galactorreia; supressão da lactação; desmame,mastite puerperal W94; mamilos gretados W95,,,,O92.5; O92.6; O92.7
W21,1,Preocupação com a imagem corporal relacionada com a gravidez,Preocup imagem corporal na gravidez,,,,,,R46.8
W27,1,Medo de complicações da gravidez,Medo de complicações da gravidez,receio de malformações congénitas no bebé,"se o doente tem a complicação, codifique-a",preocupação com/medo de complicações numa pessoa sem a doença/até o diagnóstico ser confirmado,,,Z71.1
W28,1,Limitação funcional/incapacidade (W),Limitação funcional/incapacidade (W),instabilidade pélvica,,limitação de função/incapacidade devida ou relacionada com gravidez,,Os quadros COOP/WONCA permitem documentar o estado funcional do doente (ver Capítulo 8),Z73.6
W29,1,Sintoma/queixa da gravidez outro,Sintoma/queixa da gravidez outro,Sintoma/queixa sobre o planeamento familiar outro,,,,,O26.0; O26.1; O26.2; O26.3; O26.5
W70,7,Sépsis/infecção puerperal,Sépsis/infecção puerperal,,tétano obstétrico N72,infecção do canal de nascimento ou dos órgãos reprodutores até 6 semanas pós-parto,,,O85; O86.1; O86.3
W71,7,Infecção que complica a gravidez/puerpério outra,Infecção complica gravid/puerp outra,,infecção puerperal W70; mastite puerperal W94,,,,O23.0; O23.1; O23.2; O23.3; O23.4; O23.5; O23.9; O26.4; O41.1; O75.2; O75.3; O86.2; O86.4; O86.8; O98.0; O98.1; O98.2; O98.3; O98.4; O98.5; O98.6; O98.7; O98.8; O98.9
W72,7,Neoplasia maligna relacionada com a gravidez,Neopl maligna relacion com gravidez,coriocarcinoma; corioepitelioma,,,,,C58
W73,7,Neoplasia benigna/incerta relacionada com a gravidez,Neopl benig/incerta relacio com grav,neoplasia benigna relacionada com a gravidez; mola hidatiforme; neoplasia relacionada com a gravidez não especificada como benigna ou maligna/quando a histologia não está disponível,,,,,O01.0; O01.1; O01.9
W75,7,Lesão traumática que complica a gravidez,Lesão traumat que complica gravidez,consequências de traumatismos que interferem com a gravidez,novo traumatismo causado pelo parto (parto complicado/nado vivo) W92; novo traumatismo causado pelo parto (parto complicado/nado morto) W93,,,,T14.9
W76,7,Malformação congénita que complica a gravidez,Malform congén que complica gravidez,malformação materna que pode afectar a gravidez/o parto,,,,,O99.8
W78,7,Gravidez,Gravidez,,gravidez não desejada W79; gravidez ectópica W80; gravidez de alto risco W84,,,,Z32.1; Z33; Z34.0; Z34.8; Z34.9; Z36.0; Z36.1; Z36.2; Z36.3; Z36.4; Z36.5; Z36.8; Z36.9
W79,7,Gravidez não desejada,Gravidez não desejada,,,,,,Z32.1; Z64.0
W80,7,Gravidez ectópica,Gravidez ectópica,,,"confirmação por ecografia, laparoscopia, culdoscopia ou cirurgia","hemorragia pré-parto W03; sintoma/queixa da gravidez, outro W29",,O00.0; O00.1; O00.2; O00.8; O00.9
W81,7,Toxémia da gravidez,Toxémia da gravidez,eclâmpsia; hipertensão na gravidez; edema na gravidez; pré-eclâmpsia; proteinúria na gravidez,hipertensão pré-existente K86,,"sintoma/queixa da gravidez, outro W29",,O10; O11; O12.0; O12.1; O12.2; O13; O14.0; O14.1; O14.2; O14.9; O15.0; O15.1; O15.2; O15.9; O16
W82,7,Aborto espontâneo,Aborto espontâneo,aborto completo/incompleto/retido/habitual,hemorragia pré-parto W03; aborto provocado W83; contracções prematuras depois da 28ª semana de gravidez W92; morte fetal/nado morto após a 28ª semana de gravidez W93,,,,N96; O02.0; O02.1; O02.8; O02.9; O03.0; O03.1; O03.2; O03.3; O03.4; O03.5; O03.6; O03.7; O03.8; O03.9; O05.0; O05.1; O05.2; O05.3; O05.4; O05.5; O05.6; O05.7; O05.8; O05.9; O06.0; O06.1; O06.2; O06.3; O06.4; O06.5; O06.6; O06.7; O06.8; O06.9
W83,7,Aborto provocado,Aborto provocado,"interrupção da gravidez, todo o tipo de complicações",,,,,O04.0; O04.1; O04.2; O04.3; O04.4; O04.5; O04.6; O04.7; O04.8; O04.9; Z30.3
W84,7,Gravidez de alto risco,Gravidez de alto risco,primípara com mais idade que o desejável; anemia da gravidez; diabetes/outra doença crónica anterior que afecte a gravidez; incompatibilidade feto-pélvica; hidrâmnios; má posição do feto; gravidez múltipla; placenta prévia; trabalho de parto prematuro; cesariana anterior; feto pequeno para a idade gestacional,infecção que complica a gravidez W71; gravidez ectópica W80; toxemia da gravidez W81; diabetes gestacional W85,,,,O24.0; O24.1; O24.2; O24.3; O24.9; O25; O30.0; O30.1; O30.2; O30.8; O30.9; O31.0; O31.1; O31.2; O31.8; O32.0; O32.1; O32.2; O32.3; O32.4; O32.5; O32.6; O32.8; O32.9; O33.0; O33.1; O33.2; O33.3; O33.4; O33.5; O33.6; O33.7; O33.8; O33.9; O34.0; O34.1; O34.2; O34.3; O34.4; O34.5; O34.6; O34.7; O34.8; O34.9; O35.0; O35.1; O35.2; O35.3; O35.4; O35.5; O35.6; O35.7; O35.8; O35.9; O36.0; O36.1; O36.2; O36.3; O36.4; O36.5; O36.6; O36.7; O36.8; O36.9; O40; O43.0; O43.1; O43.2; O43.8; O43.9; O44.0; O44.1; O60.0; O99.0; O99.1; O99.2; O99.3; O99.4; O99.5; O99.6; O99.7; O99.8; Z35.0; Z35.1; Z35.2; Z35.3; Z35.4; Z35.5; Z35.6; Z35.7; Z35.8; Z35.9
W85,7,Diabetes gestacional,Diabetes gestational,diabetes manifestada durante a gravidez,diabetes anterior (Diabetes insulino-dependente) T89; diabetes anterior (Diabetes não insulino-dependente) T90,Critérios actuais da OMS para diabetes gestacional,hiperglicémia A91,,O24.4
W90,7,Parto sem complicações de nado vivo,Parto sem complicações de nado vivo,,,,,,O80.0; O80.1; O80.8; O80.9; Z37.0; Z37.9; Z38.0; Z38.1; Z38.2; Z38.3; Z38.4; Z38.5; Z38.6; Z38.7; Z38.8; Z39.0; Z39.1; Z39.2
W91,7,Parto sem complicações de nado morto,Parto sem complicações de nado morto,,,,,,Z37.1; Z37.9
W92,7,Parto com complicações de nado vivo,Parto com complicações de nado vivo,"nado vivo após parto complicado: extracção assistida, parto pélvico, cesariana, distócia, parto induzido, lesões causadas pelo parto, placenta prévia durante o parto, versão",hemorragia pós-parto W17; eclâmpsia W81,,,,O42.0; O42.1; O42.2; O42.9; O45.0; O45.8; O45.9; O60.1; O60.2; O60.3; O61.0; O61.1; O61.8; O61.9; O62.0; O62.1; O62.2; O62.3; O62.4; O62.8; O62.9; O63.0; O63.1; O63.2; O63.9; O64.0; O64.1; O64.2; O64.3; O64.4; O64.5; O64.8; O64.9; O65.0; O65.1; O65.2; O65.3; O65.4; O65.5; O65.8; O65.9; O66.0; O66.1; O66.2; O66.3; O66.4; O66.5; O66.8; O66.9; O67.0; O67.8; O67.9; O68.0; O68.1; O68.2; O68.3; O68.8; O68.9; O69.0; O69.1; O69.2; O69.3; O69.4; O69.5; O69.8; O69.9; O70.0; O70.1; O70.2; O70.3; O70.9; O71.0; O71.1; O71.2; O71.3; O71.4; O71.5; O71.6; O71.7; O71.8; O71.9; O73.0; O73.1; O75.0; O75.1; O75.4; O75.5; O75.6; O75.7; O75.8; O75.9; O81.0; O81.1; O81.2; O81.3; O81.4; O81.5; O82.0; O82.1; O82.2; O82.8; O82.9; O83.0; O83.1; O83.2; O83.3; O83.4; O83.8; O83.9; O84.0; O84.1; O84.2; O84.8; O84.9; Z37.2; Z37.5; Z37.9; Z38.0; Z38.1; Z38.2; Z38.3; Z38.4; Z38.5; Z38.6; Z38.7; Z38.8; Z39.0; Z39.1; Z39.2
W93,7,Parto com complicações de nado morto,Parto com complicações de nado morto,"nado morto após parto complicado: extracção assistida, parto pélvico, cesariana, distócia, parto induzido, lesões causadas pelo parto, placenta prévia durante o parto, versão",hemorragia pós-parto W17; eclâmpsia W81,,,,O42.0; O42.1; O42.2; O42.9; O45.0; O45.8; O45.9; O60.1; O60.2; O60.3; O61.0; O61.1; O61.8; O61.9; O62.0; O62.1; O62.2; O62.3; O62.4; O62.8; O62.9; O63.0; O63.1; O63.2; O63.9; O64.0; O64.1; O64.2; O64.3; O64.4; O64.5; O64.8; O64.9; O65.0; O65.1; O65.2; O65.3; O65.4; O65.5; O65.8; O65.9; O66.0; O66.1; O66.2; O66.3; O66.4; O66.5; O66.8; O66.9; O67.0; O67.8; O67.9; O68.0; O68.1; O68.2; O68.3; O68.8; O68.9; O69.0; O69.1; O69.2; O69.3; O69.4; O69.5; O69.8; O69.9; O70.0; O70.1; O70.2; O70.3; O70.9; O71.0; O71.1; O71.2; O71.3; O71.4; O71.5; O71.6; O71.7; O71.8; O71.9; O73.0; O73.1; O75.0; O75.1; O75.4; O75.5; O75.6; O75.7; O75.8; O75.9; O81.0; O81.1; O81.2; O81.3; O81.4; O81.5; O82.0; O82.1; O82.2; O82.8; O82.9; O83.0; O83.1; O83.2; O83.3; O83.4; O83.8; O83.9; O84.0; O84.1; O84.2; O84.8; O84.9; Z37.1; Z37.3; Z37.4; Z37.6; Z37.7; Z37.9
W94,7,Mastite puerperal,Mastite puerperal,abcesso na mama,Mastite (puerperal mas sem lactação) X21,"dor, inflamação da mama nas 6 semanas após o parto ou durante o aleitamento",problemas da lactação W19,,O91.0; O91.1; O91.2
